type	index	image	question	A	B	C	D	answer
lc	17	data/figure/lc/2023-11-02--国联证券-高频数据跟踪（2023年10月第4周）：需求表现分化，基建施工景气略有改善_page20_百城住宅类成交土地规划建筑面积小幅回落万平方米.jpg	在2021年，哪几个月份的数据明显高于其他年份？	05月	06月	07月	08月	A;B
lc	18	data/figure/lc/2023-04-28--平安证券-“日本启示录”系列（五）：回望“安倍经济学”_page6_图表62013年开始日本资产价格触底反弹.jpg	日本城市土地价格指数在哪些时间段内保持相对稳定？	1980-1990	1990-2000	2000-2010	2010-2020	C;D
lc	19	data/figure/lc/2023-11-22--招银国际-2024年美国经济展望：在软着陆与温和衰退之间_page11_图31通胀预期与企业库存环比增速.jpg	哪两个指标在2022年表现出高度相关性？	5年盈亏平衡通胀率	库存环比增速	企业单位中长期贷款增速	季节性变化	A;B
lc	20	data/figure/lc/2023-04-11--中银证券-3月通胀点评：二季度物价整体压力依旧不大_page3_no_caption.jpg	哪些年份食品类环比增速超过0.6%？	21-Nov	22-Jul	22-Oct	23-Mar	A;C
lc	21	data/figure/lc/2023-04-10--中信期货-基建实物工作量高频数据跟踪_page5_镀锌管成交量与水利投资有较强相关性.jpg	哪些年份镀锌管成交量的下降幅度大于水利投资当月同比的下降幅度？	21-Feb	21-Jun	22-Feb	23-Feb	C;D
lc	22	data/figure/lc/2023-08-04--国联证券-中国汇率风险简析：汇率短期或仍有利于出口_page19_图表29全中国出scriptstyleboldsymbolpi和对美国出scriptstyleboldsymbolpi的增速.jpg	图中哪些年份中国对美国出口增速低于0%？	2009	2016	2018	2020	A;B
lc	23	data/figure/lc/2023-11-17--华安证券-人民币汇率何时吹响反攻号角？_page4_2016年12月人民币汇率企稳2017年5月开始反弹.jpg	美元指数在哪几个时间段内显著下降？	2015-10至2016-02	2016-06至2016-10	2016-12至2017-04	2017-04至2017-08	D
lc	24	data/figure/lc/2024-05-03--华金证券-政策靠前发力，新质生产力是主线_page4_图2近期一二三线城市地产销售增速有所回升.jpg	在2024年2月至4月期间，哪些城市的商品房成交面积同比增速出现了负增长？	一线城市	二线城市	三线城市	没有城市出现负增长	A;B;C
lc	25	data/figure/lc/2023-11-13--建信期货-宏观贵金属周报：中国物价增速重新走低_page7_图14伦敦黄金与其他资产相关性.jpg	哪些年份金油与金银的相关性最低？	21-Oct	22-Jul	23-Jan	23-Oct	B;D
lc	26	data/figure/lc/2023-11-22--首创证券-10月经济数据点评：10月经济延续弱修复_page5_图10全国主要城市地铁平均客运量万人次.jpg	哪些年份地铁平均客运量在10月达到峰值？	2019	2020	2021	2023	C;D
lc	27	data/figure/lc/2024-03-14--国金证券-2月美国CPI数据点评：停滞的“去通胀”_page4_图表9Manheim指数和二手车通胀的领先滞后关系.jpg	哪些年份Manheim指数的增长与二手车和卡车CPI环比增长呈现出一致性？	19-Aug	21-Nov	22-Aug	24-Feb	B;C
lc	28	data/figure/lc/2023-05-22--国金证券-见微知著系列之五十二：用电变化，透露的经济线索？_page10_no_caption.jpg	哪一年的全国247家钢厂盈利率最高？	2019	2020	2021	2022	B
lc	29	data/figure/lc/2023-02-07--一德期货-宏观策略周报_page6_图214银行间质押式回购加权利率.jpg	在2020年至2023年间，DR001利率在哪几年出现了显著下降？	2020年	2021年	2022年	2023年	A;C
lc	30	data/figure/lc/2024-07-12--民生证券-2024年6月外贸数据点评：三条线索，出口还能强多久？_page2_图8出口因素也在于海外制造业周期.jpg	图中哪些时间段出口金额 MA12 出现显著下降？	2009	2015	2020	2023	A;C
lc	31	data/figure/lc/2024-02-26--国金证券-海外周度观察：“廉价的”日本！_page15_图表43日本制造业依然低迷.jpg	在2020年，哪些指标出现了显著下降？	日本:制造业PMI	日本:服务业PMI	日本:综合PMI	以上均未出现显著下降	A;B;C
lc	32	data/figure/lc/2024-03-12--天风证券-宏观报告：美国核心通胀反弹的两条线索_page4_图6美国超级核心通胀依然火热.jpg	哪些时间段超级核心通胀环比出现负增长？	2021年Q3	2022年Q1	2023年Q2	2023年Q4	A;C
lc	33	data/figure/lc/2024-02-07--中国银河-中国经济高质量发展系列研究：数字经济：新型举国体制与央国企的引领作用_page15_图15国企研发投入强度与营业收入增速向好.jpg	图中哪些年份的销售(营业)增长率超过10%？	2019	2020	2021	2022	C;D
lc	34	data/figure/lc/2023-09-04--国金证券-海外周度观察：雾中前行：鲍威尔的三个理论难题及其政策含义_page12_图表30美联储逆回购规模下降.jpg	哪些年份逆回购规模呈现出上升趋势？	20-Apr	21-Jun	22-Feb	23-Apr	B;C
lc	35	data/figure/lc/2023-10-16--开源证券-9月通胀数据点评：大宗商品涨价驱动PPI环比回升_page5_图72022年基数回落PPI同比回升.jpg	图中哪些时间段的PPI生产资料同比增速低于PPI生活资料同比增速？	2020年Q1	2021年Q2	2022年Q4	2023年Q3	A;D
lc	36	data/figure/lc/2023-11-22--招银国际-2024年美国经济展望：在软着陆与温和衰退之间_page10_图28名义GDP与企业利润增速.jpg	哪些年份企业利润增速低于0%？	2008	2015	2020	2023	A;C
lc	37	data/figure/lc/2024-05-27--民生证券-国内经济高频周报：5月第4周：财政重回扩张区间_page8_no_caption.jpg	哪些年份阴极铜同比增速为负值？	21-Oct	22-Dec	23-Jul	24-Feb	B;C
lc	38	data/figure/lc/2024-01-11--中银证券-2024年宏观经济与大类资产配置展望：复苏起点_page11_图表18日本女性和老年人的劳动参与率.jpg	在哪些年份，65岁及以上老年人的劳动参与率增长最为显著？	2008-2010	2012-2014	2016-2018	2020-2022	C;D
lc	39	data/figure/lc/2024-02-15--平安证券-宏观动态跟踪报告：上修2024年美国经济增长预测至2%_page2_no_caption.jpg	图中哪一年的美国居民储蓄占可支配收入比重最低？	18-Jan	20-Jan	22-Jan	23-Jan	C
lc	40	data/figure/lc/2024-04-14--中国银河-2024年3月金融数据解读：社融结构改变_page1_图1社会存量增速.jpg	哪些年份的社会存量增速在下半年出现下降趋势？	2019年	2020年	2021年	2022年	A;D
lc	41	data/figure/lc/2023-06-24--国金证券-见微知著系列之五十五：基建落地“新”变化？_page14_图表53上周光伏产业综合价格指数加速回落.jpg	哪些年份光伏产业综合价格指数在12月高于50？	2019	2020	2021	2022	A;C
lc	42	data/figure/lc/2024-07-03--五矿证券-中国制造业，如何从比较优势迈向竞争优势？_page6_图表11乘用车与手机国产占有率.jpg	哪些年份中国手机国产品牌出货量占有率超过90%？	2021	2022	2023	2024	A;B
lc	43	data/figure/lc/2023-11-08--国联证券-10月外贸数据点评：总需求走强的证据进一步显现_page3_图表6农产品和原材料的出口金额季调.jpg	原材料出口金额在哪些年份出现了显著下降？	20-Apr	21-Apr	22-Apr	23-Apr	A;D
lc	44	data/figure/lc/2023-11-09--东吴证券-宏观点评：通胀回升的难度在哪？_page1_图4四季度财政发力.jpg	图中哪几年的实际赤字率与目标赤字率差距最大？	2011	2013	2015	2023	A;D
lc	45	data/figure/lc/2024-02-25--东吴证券-国内宏观经济周报：春节后国内经济“首秀”表现如何？_page13_图21磨机运转率近期继续下滑.jpg	哪些年份的磨机运转率在3月显著上升？	2019年	2021年	2022年	2023年	A;B
lc	46	data/figure/lc/2024-07-08--国泰期货-海外宏观及大类资产周度报告_page3_副总统哈里斯作为可能的替换人选民调中胜率已经高于拜登.jpg	特朗普的胜率在哪几个月份达到了最高点？	2023年9月	2023年12月	2024年3月	2024年6月	D
lc	47	data/figure/lc/2024-04-30--开源证券-兼评4月PMI数据：基本面分化明显，预期或将改善_page2_图24月高炉开工率小幅改善.jpg	哪一年的高炉开工率在W31时出现明显下降？	2019	2020	2021	2024	C
lc	48	data/figure/lc/2024-03-12--万联证券-2月通胀数据点评：春节影响下，CPI、PPI表现分化_page4_图表10服务相关分项旅游为主要拉动.jpg	哪些年份BCI:企业招工前瞻指数MA3低于60？	2016	2018	2020	2022	C;D
lc	49	data/figure/lc/2023-08-18--中银证券-流动性专题：社融-M2剪刀差和利率之惑_page10_no_caption.jpg	非标融资余额同比增速在哪几年达到了峰值？	2014	2015	2017	2019	A;C
lc	50	data/figure/lc/2023-08-05--中国银河-宏观动态报告：偏弱的非农就业与偏强的失业率和薪资哪个更需关注？_page4_图8家庭调查显示的就业情况比非农数据更弱但有收敛千人.jpg	图中美国非农就业人数在哪几年出现下降？	2015	2017	2019	2020	D
lc	51	data/figure/lc/2024-02-20--中银证券-2月LPR报价点评：5年期大幅调降的三点原因_page1_图表1LPR报价.jpg	5年期LPR报价在哪些年份的降幅最大？	2020	2021	2022	2023	C;D
lc	52	data/figure/lc/2024-02-26--国金证券-海外周度观察：“廉价的”日本！_page15_图表44日本年初出pmbpi有较为明显改善.jpg	图中哪些时间段日本进口金额的同比增速为负？	15-Jan	16-Jun	18-Oct	20-Jul	A;B
lc	53	data/figure/lc/2024-07-09--国联证券-美国6月非农就业数据点评：失业率升破美联储6月预期_page6_图表9Sahm法则.jpg	哪一年Sahm rule指标达到峰值？	2020	2021	2022	2023	A
lc	54	data/figure/lc/2023-06-27--国信证券-宏观经济宏观周报：国信宏观扩散指数小幅回落_page4_图1国信高频宏观扩散指数.jpg	国信高频宏观扩散指数B在哪几年达到了峰值？	2019	2020	2021	2022	B;C
lc	55	data/figure/lc/2023-05-14--国海证券-日本人口达峰后产业及消费趋势的变化对我国的启示_page35_图表日本便利店及零售龙头在2010年后取得不俗的超额收益.jpg	在2010年后，NITORI控股公司的收益与Seven & I控股公司的收益相比如何？	一直领先	一度超越	始终落后	波动较大	B;D
lc	56	data/figure/lc/2024-02-23--中银证券-12月美国国际资本流动报告点评：全球美元荒缓解，美国股债均受外资青睐_page7_图表16外资滚动12个月度净买入美股总量vs标普500指数的同比变动.jpg	哪些年份标普500指数的同比变动为负值？	2011	2016	2018	2022	C;D
lc	57	data/figure/lc/2024-02-25--东吴证券-国内宏观经济周报：春节后国内经济“首秀”表现如何？_page14_图27猪肉价格节后降幅较大.jpg	哪些年份的猪肉批发价格在春节后（2月）出现上涨？	2019	2021	2022	2023	A;C
lc	58	data/figure/lc/2024-04-16--中银证券-3月和一季度经济数据点评：稳增长成绩来之不易_page4_图表10社零名义同比增速.jpg	图中社会消费品零售总额当月同比增速在哪几个时间段低于5%？	2021年10月-2022年2月	2022年4月-2022年6月	2022年10月-2022年12月	2023年8月-2023年10月	B;C
lc	59	data/figure/lc/2023-06-14--平安证券-2023下半年宏观经济展望：产能周期下的嬗变_page77_circledcirc4月以来人民币相对美元持续弱势.jpg	即期汇率在哪几个时间段内相对稳定？	2022年1月到2022年4月	2022年7月到2022年10月	2023年1月到2023年4月	2022年4月到2022年7月	A;C
lc	60	data/figure/lc/2023-08-25--华泰期货-宏观大类日报：聚焦美联储主席鲍威尔发言_page4_图12国有银行同业存单利率丨单位.jpg	在哪些年份中，1年期同业存单利率高于6个月期同业存单利率超过0.5%？	2019	2020	2021	2022	C;D
lc	61	data/figure/lc/2024-08-13--铜冠金源期货-宏观周报：海外“衰退交易”有所降温，国内物价温和回升_page4_图表9进出口同比与贸易差额.jpg	哪些年份贸易差额达到峰值？	22-May	22-Aug	23-Feb	24-May	A;D
lc	62	data/figure/lc/2024-04-24--国金证券-流动性“新知”系列：债市的核心矛盾？_page9_图表24二季度政府债券供给压力边际回升2.jpg	悲观情景下，政府债券融资金额在哪两个季度出现下降？	Q1	Q2	Q3	Q4	C;D
lc	63	data/figure/lc/2024-07-04--上海证券-海外市场跟踪：美国PCE下降，通胀仍显韧性_page6_图12美国PCE增速月.jpg	哪段时间美国PCE和核心PCE的差距最大？	2021-07至2021-09	2022-05至2022-07	2023-03至2023-05	2024-01至2024-03	B
lc	64	data/figure/lc/2024-02-02--国金证券-12月财政数据点评：基建类财政支出强度继续提升_page5_图表142023年广义财政收入累计同比21.jpg	图中哪些时间段的当月同比增速为负？	2020年Q2	2021年Q3	2022年Q2	2023年Q1	C;D
lc	65	data/figure/lc/2023-04-18--国信证券-货币政策与流动性观察：3月金融数据的两个隐忧_page9_no_caption.jpg	在哪些时间段内，量指数周度变化波动较大？	2022年1月至2月	2022年7月至8月	2022年12月至2023年1月	2023年2月至3月	C;D
lc	66	data/figure/lc/2023-10-08--中国银行-全球银行业展望报告2023年第4季度（总第56期）_page3_图1欧美主要国家GDP增长.jpg	图中哪一年美国的GDP季度同比增速为负？	2020年	2021年	2022年	2023年	A
lc	67	data/figure/lc/2023-07-19--农银国际证券-中国第2季经济复苏偏疲弱_page10_图6中通快递季度单票收入不包括货代业务人民币票.jpg	图中哪些季度的单票收入达到最高点？	1Q2020	1Q2022	4Q2022	1Q2023	A;C
lc	68	data/figure/lc/2024-09-26--中国银河-9月中央政治局会议简评：会议时点和力度超预期，债市利空扰动增多_page2_图1年中以来股债跷跷板较为明显.jpg	图中哪段时间段内中债国债到期收益率下降明显？	2024年1月-2月	2024年3月-4月	2024年5月-6月	2024年8月-9月	A;D
lc	69	data/figure/lc/2023-08-25--中银证券-宏观专题：“一带一路”对外需的补充如何？_page9_图表20部分对俄贸易产品对顺差同比增速的贡献度.jpg	在2022年3月至2023年6月期间，对俄汽车贸易对贸易顺差的贡献度在哪几个时间段内显著增加？	2022-03至2022-06	2022-06至2022-09	2022-09至2022-12	2022-12至2023-03	D
lc	70	data/figure/lc/2024-03-25--中邮证券-宏观研究：瑞士央行开闸，非美货币汇率仍有超调风险_page8_图表9瑞士欧元区政策利率.jpg	哪一年欧元区和瑞士的政策利率差距最大？	2010年	2011年	2012年	2013年	B
lc	71	data/figure/lc/2023-10-22--粤开证券-【粤开宏观】库存周期的误区、分歧与辨析_page11_图表12上游原材料价格剧烈波动影响PPI同比进而影响实际库存同比的计算.jpg	哪些年份PPI:全部工业品的同比增速低于0%？	19-Jul	20-Jul	21-Jul	23-Jul	B;D
lc	72	data/figure/lc/2023-07-06--国金证券-大类资产周报第4期：“低库存”下的投资机遇？_page7_图表22铜全球库存从3月开始去库至历史低位.jpg	图中哪一年的铜全球库存最低？	2019	2020	2021	2023	D
lc	73	data/figure/lc/2024-05-09--国金证券-2024年4月经济数据前瞻：4月经济前瞻：“量增”强于“价涨”_page11_图表324月CCFI东南亚指数显著回弹.jpg	哪一年的CCFI东南亚航线指数在12月降至最低点？	2019	2020	2021	2022	D
lc	74	data/figure/lc/2024-07-05--建信期货-宏观市场半年报：央行宽松、实体补库与春季躁动_page22_图33中国整体经济增长.jpg	平减系数在哪些时间段内显著下降？	17-Jun	19-Jun	21-Jun	23-Jun	B;C
lc	75	data/figure/lc/2024-01-07--中银证券-大类资产追踪周报：A股持续震荡，北向资金转为净流出_page2_no_caption.jpg	万得全A指数在哪几个时间段内出现了明显的下降趋势？	2020年Q2	2021年Q4	2022年Q3	2023年Q1	B;C
lc	76	data/figure/lc/2023-04-26--中国银河-2023年二季度宏观经济展望：始于足下_page28_图75对港日韩出口增速美元当月同比.jpg	哪些年份对韩国出口增速为负值？	22-Aug	22-Nov	23-Jan	23-Mar	B;C
lc	77	data/figure/lc/2023-12-01--国金证券-2024年宏观经济形势展望：江春入旧年_page18_图表63土地出让收入领先指标百城土地成交仍在下探.jpg	图中哪些年份百城土地成交总价同比增速超过30%？	2016	2017	2019	2021	A;B
lc	78	data/figure/lc/2024-01-19--华福证券-2023年四季度及全年经济数据解析_page10_图表16房地产开发投资累计及当月同比增速走势.jpg	哪一年房地产投资当月同比增速达到峰值？	2019	2020	2021	2022	C
lc	79	data/figure/lc/2023-12-09--民生证券-高频数据跟踪周报：国际原油价格连降七周_page3_图6本周纯碱开工率上升.jpg	哪一年的开工率在年中达到峰值？	2019	2020	2021	2022	A;C
lc	80	data/figure/lc/2023-05-09--南华期货-南华宏观周报：1970年代初美股美债走势盘点_page5_图1110美债发行量增大也助推美债利率走高.jpg	哪一年美国联邦政府债务总额首次超过600亿美元？	1972/1/31	1974/1/30	1976/1/30	1978/1/29	C
lc	81	data/figure/lc/2023-09-25--海通国际-国内高频指标跟踪（2023年第35期）_page11_图37美元指数和人民币汇率.jpg	图中即期汇率在哪几个时间段内低于7.0？	2021年9月	2022年3月	2022年9月	2023年3月	A;B
lc	82	data/figure/lc/2024-07-21--财信证券-2024年三季度大类资产配置：美联储降息渐近，静待市场情绪修复_page15_图16欧元区CPI及核心CPI.jpg	在哪些时间段内，欧元区HICP的增长率超过了6%？	2021年Q4	2022年Q1	2022年Q2	2022年Q3	B;C;D
lc	83	data/figure/lc/2024-07-09--天风证券-宏观报告：美国就业与失业的脱节_page3_图6美国财政赤字超季节性增长且67月大概率进一步发力单位十亿美元.jpg	图中哪一年的财政赤字在9月出现显著下降？	2022	2023	2024	平均值	A;B
lc	84	data/figure/lc/2024-04-22--光大期货-宏观周报：一季度经济数据受到高基数的扰动_page24_图表成都地铁客运量单位万人.jpg	哪一年的地铁客流量在8月出现显著下降？	2021年	2022年	2023年	2024年	B;C
lc	85	data/figure/lc/2024-07-01--宏信证券-市场流动性周报_page2_图3短期shibor走势.jpg	哪段时间1周shibor利率最低？	2022-06-23至2022-08-08	2022-12-24至2023-02-08	2023-05-11至2023-06-26	2023-09-11至2023-10-27	A
lc	86	data/figure/lc/2024-08-19--中航证券-2024年7月经济数据点评：内需修复进程是后续经济走势的关键_page7_图6固投及主要分项当月同比走势.jpg	房地产开发投资在哪些时间段出现了显著下降？	20-Jan	21-Apr	22-Apr	23-Jan	A;C
lc	87	data/figure/lc/2024-07-30--天风证券-海外与大类周报：美股小盘风格能否延续强势_page5_图14港股风险控制策略尚未发出看多信号.jpg	恒生指数在哪几个时间段内出现了显著下降？	2022/6至2022/9	2022/12至2023/3	2023/6至2023/9	2023/12至2024/3	A;C
lc	88	data/figure/lc/2023-10-13--国联证券-美国9月CPI数据点评：通胀数据略超预期，美联储或继续鹰派姿态_page7_图表13核心商品CPI的主要分项同比.jpg	新交通工具价格在哪些时间段内保持相对稳定？	2020-01至2021-05	2021-05至2022-01	2022-01至2022-09	2022-09至2023-05	A;D
lc	89	data/figure/lc/2023-08-02--华福证券-7月宏观月报：经济稳步回升，政策多重利好_page6_图表8PPI当月同比及环比走势.jpg	哪一年PPI环比波动最大？	2020	2021	2022	2023	C
lc	90	data/figure/lc/2023-04-10--中信期货-基建实物工作量高频数据跟踪_page4_沥青开工率与道路投资有较强相关性.jpg	沥青开工率与道路投资累计同比在哪几年表现出较强的相关性？	2015-2016	2017-2018	2019-2020	2021-2022	A;C
lc	91	data/figure/lc/2023-07-27--民生证券-美联储7月议息会议点评：美联储加息的“最后一舞”_page1_图3前瞻指标显示美国失业率或将上升单位.jpg	图中失业率在哪几个时间段内显著上升？	2008-2009	2014-2015	2020-2021	2023-2024	A;C
lc	92	data/figure/lc/2024-04-09--财信证券-宏观经济研究周报：央行例会传递积极信号，美国非农数据超预期_page7_图4恒生指数恒生中国企业指数点.jpg	恒生中国企业指数在哪几个时间段内低于6,500点？	22-Mar	22-Sep	23-Mar	24-Mar	B;D
lc	93	data/figure/lc/2023-10-10--首创证券-宏观经济周报：短期延续震荡_page2_no_caption.jpg	图中哪段时间的航班量最低？	2021年4月到2021年10月	2021年10月到2022年4月	2022年4月到2022年10月	2022年10月到2023年4月	B
lc	94	data/figure/lc/2024-03-19--国信证券-货币政策与流动性观察：资金面维持韧性_page11_图29主要货币指数走势.jpg	图中哪些货币指数在2023年持续下降？	人民币指数	美元指数	欧元指数	日元指数	D
lc	95	data/figure/lc/2024-07-05--建信期货-宏观市场半年报：央行宽松、实体补库与春季躁动_page32_图53中国大类资产走势2023年底为1.jpg	在2024年初，哪些资产类别的表现相对稳定？	货币	债券	股票	商品	A;B
lc	96	data/figure/lc/2024-04-28--平安证券-海外观察室：为何一季度GDP总是偏弱？_page5_图表10数据公布后美债收益率上行.jpg	图中哪段时间2年美债收益率出现明显波动？	4/24 8:00 - 4/24 12:00	4/24 12:00 - 4/25 4:00	4/25 4:00 - 4/25 12:00	4/25 12:00 - 4/26 4:00	D
lc	97	data/figure/lc/2024-04-18--国金证券-见微知著系列之七十二：产能周期，见底了吗？_page16_图表57本周执行航班架次有所增加.jpg	图中哪一年的国际航班执行架次开始显著增加？	22-Sep	22-Nov	23-Jan	23-Mar	C
lc	98	data/figure/lc/2023-05-22--国金证券-见微知著系列之五十二：用电变化，透露的经济线索？_page9_图表27上周邮政快递揽收量与投递量大幅提升.jpg	图中邮政快递投递量在哪几个时间段内波动最大？	2022年Q1	2022年Q3	2022年Q4	2023年Q1	C;D
lc	99	data/figure/lc/2023-07-24--中邮证券-国内政策更兼顾长远，短期警惕美联储偏鹰表态_page5_图表5深圳二手住宅成交套数.jpg	图中哪一年的深圳二手住宅成交套数最低？	2019	2020	2021	2022	D
lc	100	data/figure/lc/2024-08-11--开源证券-宏观周报：大宗商品价格延续回落_page5_图9最近两周乘用车四周滚动平均批发销量同比有所回升.jpg	哪些年份零售销量同比增速为负值？	22-Mar	22-Nov	23-Mar	24-Jul	A;C
lc	101	data/figure/lc/2024-04-18--国金证券-见微知著系列之七十二：产能周期，见底了吗？_page15_图表46本周二线城市成交明显回落.jpg	哪一年的成交面积整体趋势最高？	2019	2020	2021	2022	C
lc	102	data/figure/lc/2024-02-18--西南证券-2024年1月通胀数据点评：基数带动CPI向下，但不必悲观_page3_图82024年2月初南华工业品指数同比走低.jpg	CRB现货指数在哪些时间段低于南华工业品指数？	2018年Q3	2020年Q1	2021年Q3	2023年Q4	B;D
lc	103	data/figure/lc/2024-03-25--中邮证券-宏观研究：瑞士央行开闸，非美货币汇率仍有超调风险_page9_图表13瑞士通胀转负.jpg	哪些年份欧元区HICP增长超过2%？	12-Jan	12-Jul	13-Jan	13-Jul	A;B
lc	104	data/figure/lc/2023-11-26--东海证券-宏观周报：地产销售恢复偏缓，风险化解力度加大_page3_图2商品住宅广义库存万平方米.jpg	图中住宅库存面积在哪几年出现显著下降？	16-Dec	19-Sep	21-Sep	23-Apr	C;D
lc	105	data/figure/lc/2024-09-14--粤开证券-【粤开宏观】经济恢复继续承压，亟需增量政策支持_page6_图表6设备投资高增但通用和专用设备制造业生产未显著上升.jpg	图中哪些指标在2021年达到峰值？	固定资产投资完成额:设备工器具购置累计同比	规模以上工业增加值:通用设备制造业累计同比	规模以上工业增加值:专用设备制造业累计同比	所有指标均未达到峰值	A;B;C
lc	106	data/figure/lc/2024-07-05--建信期货-宏观市场半年报：央行宽松、实体补库与春季躁动_page5_图1美国货币金融环境边际宽松.jpg	哪一年金融状况指数/R的波动最大？	2018年	2020年	2021年	2023年	B
lc	107	data/figure/lc/2023-07-06--国金证券-大类资产周报第4期：“低库存”下的投资机遇？_page13_图表50WTI原油布伦特原油价格上涨.jpg	布伦特原油价格在哪几个季度内保持相对稳定？	2022年Q2	2022年Q4	2023年Q1	2023年Q2	C;D
lc	108	data/figure/lc/2024-06-20--光大期货-宏观周报：政府专项债拉动社融同比增长_page27_图表义乌中国小商品指数出口价格指数单位点.jpg	2024年哪些月份的指数值明显低于其他年份？	2月	5月	8月	11月	A;B
lc	109	data/figure/lc/2023-06-02--华泰期货-宏观大类日报：聚焦美国5月非农数据_page3_图10DR利率丨单位.jpg	在2020年至2022年间，SLF007的趋势如何变化？	持续上升	持续下降	先升后降	先降后升	B
hg	110	data/figure/hg/2024-05-29--建银国际证券-中国经济评论：四月数据显示经济逐步复苏_page2_Fig1Strongoutputgrowthinautocomputerselectronicsandchemicals.jpg	在2024年4月，哪些行业的IP增长超过5%？	Computer & Electronic Equip	Chemical Material	Automobile	Pharma	A;B;C
hg	111	data/figure/hg/2022-12-18--粤开证券-【粤开宏观】从财税视角看内蒙古：北部边疆的突围之路_page23_no_caption.jpg	在直方图中，政府性基金收入最高的三个地区是？	伊金霍洛旗	达拉特旗	东胜区	鄂托克旗	A;B;C
hg	112	data/figure/hg/2024-06-13--国金证券-政策周报第17期：地方“收储”的最优解？_page10_图表22汽车以旧换新中央财政补贴分配.jpg	直方图显示，哪个区域的省份汽车以旧换新中央财政补贴分配相对较高？	东部	中部	西部	东北	A;B
