type	index	image	question	A	B	C	D	answer
fs	11	data/figure/fs/2023-11-15--家电行业-富佳股份-公司信息更新报告：Q3收入增速恢复，发力储能新赛道_page1_附财务预测摘要.jpg,data/figure/fs/2024-05-05--医疗器械-联影医疗-国内海外双轮驱动，数智化产品引领高质量发展_page1_no_caption.jpg,data/figure/fs/2024-01-12--物流行业-保税科技-2023年业绩预告点评：业绩高增符合预期，成长路径多元值得期待_page2_附表保税科技盈利预测表.jpg,data/figure/fs/2024-07-08--教育-行动教育-Q2业绩延续高增_page1_财务预测摘要.jpg,data/figure/fs/2024-06-30--塑料制品-英科再生-动态报告：落实“全产业链、全球化”布局的再生“艺术家”_page12_公司财务报表数据预测汇总.jpg,data/figure/fs/2024-02-06--电池-中伟股份-推动“质量回报双提升”，助力公司一体化布局_page1_中伟股份三大财务预测表.jpg,data/figure/fs/2024-07-07--计算机设备-纳睿雷达-公告点评：发布Ku波段双极化有源相控阵雷达，看好低空经济领域拓展加速_page2_附表纳睿雷达盈利预测表.jpg,data/figure/fs/2024-01-23--美容护理-丸美股份-2023年业绩预告点评：23年业绩超预期，主品牌调整成效渐显，第二品牌恋火持续高增_page1_公司财务报表数据预测汇总.jpg,data/figure/fs/2023-11-16--生物制品-福瑞达-公司信息更新报告：化妆品业务三季度表现亮眼，人事调整落地助力转型_page1_附财务预测摘要.jpg,data/figure/fs/2024-01-25--橡胶制品-通用股份-业绩符合预期，海外双基地持续发力_page1_no_caption.jpg	2023 年与 2025 年相比，存货的差值是多少？	-1,476 百万元	-1,289 百万元	-1,182 百万元	-1,061 百万元	B
fs	12	data/figure/fs/2024-03-17--食品饮料-欧福蛋业-国内蛋液行业第一品牌，发力预制品开拓增长空间_page19_附表财务预测与估值.jpg,data/figure/fs/2024-03-25--专用设备-华荣股份-防爆电器龙头剑指全球，创新产品引领行业发展_page31_图表49华荣股份估值模型.jpg,data/figure/fs/2024-05-13--医药商业-大参林-业绩短期承压，门店快速扩张_page2_财务报表与盈利预测.jpg,data/figure/fs/2024-01-24--化学原料-卫星化学-四季度业绩稳健，新材料项目加速推进_page2_财务报表与盈利预测.jpg,data/figure/fs/2023-11-24--纺织服装-兴业科技-汽车内饰收入快速增长_page2_财务预测摘要.jpg,data/figure/fs/2024-08-20--酿酒行业-燕京啤酒-2024年半年报点评：H1量价齐升，扣非利润高增_page1_公司财务报表数据预测汇总.jpg,data/figure/fs/2024-01-04--汽车整车-长城汽车-系列点评二：2023年销量突破120万，新能源、出海加速演绎_page1_公司财务报表数据预测汇总.jpg,data/figure/fs/2024-05-03--风电设备-日月股份-2023年出货量平稳，着力提升市占份额_page2_no_caption.jpg,data/figure/fs/2024-03-19--仪器仪表-容知日新-智能运维百亿蓝海，行业龙头领跑掘金_page48_图表77财务预测摘要.jpg,data/figure/fs/2024-02-28--软件开发-同花顺-2023年报点评：费用投入提升，期待AI应用贡献增量_page1_同花顺三大财务预测表.jpg	根据资产负债表，2023年和2025年的总资产相比，差值是多少？	1,764百万元	2,195百万元	2,855百万元	3,209百万元	B
fs	13	data/figure/fs/2023-12-08--化学制药-九典制药-公司事件点评报告：椒七麝凝胶贴膏临床效果显著，经皮给药平台稳固强化_page2_公司盈利预测百万元.jpg,data/figure/fs/2023-11-26--生物制品-智飞生物-行稳致远，疫苗龙头开启新征程_page2_no_caption.jpg,data/figure/fs/2024-01-05--中药-济川药业-核心品种优势突出，BD注入增长新动能_page2_财务报表预测和估值数据汇总.jpg,data/figure/fs/2024-01-02--电子化学品-鼎龙股份-加速KrFArF产业化布局，完善半导体材料矩阵_page2_财务报表预测和估值数据汇总.jpg,data/figure/fs/2024-04-09--装修建材-伟星新材-2023年年报点评：零售市占率提高3pct以上，ROE提升、分红加码_page1_公司财务报表数据预测汇总.jpg,data/figure/fs/2024-02-20--互联网服务-焦点科技-投资价值分析报告：不断完善外贸服务生态链条，主营业务中国制造网业绩有望稳健增长_page16_附表财务报表预测与主要财务比率.jpg,data/figure/fs/2024-05-08--橡胶制品-贵州轮胎-公司季报点评：23年扣非净利润同比+103.56%，24Q1扣非净利润同比+121.90%_page2_财务报表分析和预测.jpg,data/figure/fs/2023-11-15--家电行业-富佳股份-公司信息更新报告：Q3收入增速恢复，发力储能新赛道_page1_附财务预测摘要.jpg,data/figure/fs/2024-08-27--小金属-中钨高新-2024年半年报点评：刀片盈利承压，资源短板即将补齐_page13_公司财务报表数据预测汇总.jpg,data/figure/fs/2023-11-30--有色金属-西部超导-西部超导事件点评：三大领域技术持续突破，股份增持彰显发展信心_page4_财务预测表.jpg	根据资产负债表，2023E年和2025E年的流动资产合计相差多少？	1,968.4百万	2,178.4百万	2,388.4百万	2,598.4百万	B
fs	14	data/figure/fs/2023-12-20--证券-中国银河-公司季报点评：债券承销规模提升显著，单季经纪、自营有待改善_page3_表2中国银河资产负债表百万元.jpg,data/figure/fs/2024-04-18--纺织服装-伟星股份-2023年年报点评：经营情况稳中向好，2023年归母净利同比+14%_page1_公司财务报表数据预测汇总.jpg,data/figure/fs/2024-02-26--光伏设备-禾迈股份-2023年业绩快报点评：Q4微逆环比持平，储能确收高增；24年重回高增长！_page1_禾迈股份三大财务预测表.jpg,data/figure/fs/2023-12-22--家电行业-格力电器-业绩稳中向好，坚定推进多元化布局_page1_一公司财务预测表.jpg,data/figure/fs/2024-01-23--美容护理-丸美股份-2023年业绩预告点评：23年业绩超预期，主品牌调整成效渐显，第二品牌恋火持续高增_page1_公司财务报表数据预测汇总.jpg,data/figure/fs/2024-08-08--游戏-恺英网络-公司信息更新报告：多款重磅IP手游定档及开启预约，开启新一轮成长_page1_附财务预测摘要.jpg,data/figure/fs/2024-02-27--电力行业-中国广核-全国核电龙头，业绩持续增长的现金“牛”_page33_附表财务预测与估值.jpg,data/figure/fs/2024-05-02--能源金属-天齐锂业-2024年一季报点评：受高价库存和SQM税务影响，Q1盈利触底_page1_天齐锂业三大财务预测表.jpg,data/figure/fs/2024-08-11--食品饮料-盐津铺子-淡季收入表现亮眼，稳步提升品牌效力_page2_no_caption.jpg,data/figure/fs/2024-02-19--计算机设备-新国都-公司跟踪报告：分红位于计算机板块前列_page3_财务报表分析和预测.jpg	2023E 年的每股收益是多少？	1.38	1.81	2.38	0.08	A
fs	15	data/figure/fs/2023-11-20--互联网服务-航天宏图-军队采购资质恢复，国债项目有望推动业务高增长_page1_盈利预测表.jpg,data/figure/fs/2024-05-01--装修建材-欧派家居-大家居模式持续落地，直营实践验证增长潜力_page1_表财务报表和主要财务比率.jpg,data/figure/fs/2024-07-09--医疗器械-微电生理-电生理领域国产龙头，高端产品迎来放量期_page26_no_caption.jpg,data/figure/fs/2024-05-07--半导体-复旦微电-消费类回暖高可靠稳定增长，Q1重回增长通道_page1_no_caption.jpg,data/figure/fs/2024-08-01--工程机械-柳工-电动化小微挖引领工程机械电动化浪潮_page1_柳工三大财务预测表.jpg,data/figure/fs/2024-08-15--酿酒行业-重庆啤酒-收入端韧性十足，内外兼修赋能业绩稳健发展_page1_.jpg,data/figure/fs/2024-07-23--医疗器械-澳华内镜-国产软镜龙头，旗舰机型引领新成长_page54_表未来3年盈利预测表百万元.jpg,data/figure/fs/2024-07-18--农牧饲渔-佩蒂股份-代工恢复+品牌快增，盈利改善持续兑现_page1_.jpg,data/figure/fs/2024-08-27--小金属-中钨高新-2024年半年报点评：刀片盈利承压，资源短板即将补齐_page13_公司财务报表数据预测汇总.jpg,data/figure/fs/2024-02-14--公用事业-联合水务-首次覆盖报告：乘“一带一路”东风，水务新秀扬帆起航_page26_公司财务报表数据预测汇总.jpg	2025E 年的 EBITDA 与净利润的比率是多少？	1.46	1.58	1.72	1.85	B
fs	16	data/figure/fs/2024-02-05--钢铁行业-东方铁塔-老挝钾矿再下一城，钾肥业务持续成长_page7_no_caption.jpg,data/figure/fs/2024-06-04--通用设备-联德股份-深耕精密铸造，出海驱动高增长_page22_财务报表和主要财务比率.jpg,data/figure/fs/2024-03-13--电网设备-望变电气-公司动态研究报告：领先的民营取向硅钢厂商，产业链一体化布局_page2_公司盈利预测百万元.jpg,data/figure/fs/2023-12-03--旅游酒店-锦江酒店-收购锦江国际酒管公司，推进高端品牌资源整合_page2_一公司财务预测表.jpg,data/figure/fs/2024-04-18--纺织服装-伟星股份-2023年年报点评：经营情况稳中向好，2023年归母净利同比+14%_page1_公司财务报表数据预测汇总.jpg,data/figure/fs/2024-06-19--化学原料-龙佰集团-回购股份彰显信心，投资建设钪钒新材料_page4_财务预测与估值.jpg,data/figure/fs/2024-01-17--汽车零部件-均胜电子-2023年业绩预告点评：走出拐点，全年业绩高质量兑现！_page1_均胜电子三大财务预测表.jpg,data/figure/fs/2024-07-23--医疗器械-澳华内镜-国产软镜龙头，旗舰机型引领新成长_page54_表未来3年盈利预测表百万元.jpg,data/figure/fs/2024-07-29--汽车零部件-拓普集团-Q2业绩高增长，平台化战略持续推进_page2_附表财务预测与估值.jpg,data/figure/fs/2024-06-13--医疗器械-麦澜德-女性康复器械领跑者，健康与美战略初现_page10_图表16麦澜德合并现金流量表百万元.jpg	2024E 年的经营现金流相较于 2023 年增长了多少百分比？	1.5%	5.6%	7.8%	10.2%	B
fs	17	data/figure/fs/2024-04-23--航天航空-三角防务-2023年年报点评：营收同比增长32.90%，三家子公司顺利设立_page1_三角防务三大财务预测表.jpg,data/figure/fs/2024-07-11--汽车整车-长城汽车-系列点评十二：业绩超预期，坦克+出海持续发力_page1_公司财务报表数据预测汇总.jpg,data/figure/fs/2023-12-11--计算机设备-神思电子-神思云脑+AI多模态，智慧项目逐步落地_page2_财务报表和主要财务比率.jpg,data/figure/fs/2024-06-28--汽车整车-中国重汽-内需底部+海外增量，重卡龙头迎中期景气上行_page19_no_caption.jpg,data/figure/fs/2024-04-03--酿酒行业-贵州茅台-贵州茅台23年报点评：增长势能足冲刺十四五_page2_no_caption.jpg,data/figure/fs/2024-03-24--橡胶制品-阳谷华泰-2023年报点评：2023年业绩承压，期待新项目投产带来增量_page10_附表阳谷华泰盈利预测表.jpg,data/figure/fs/2024-05-02--能源金属-天齐锂业-2024年一季报点评：受高价库存和SQM税务影响，Q1盈利触底_page1_天齐锂业三大财务预测表.jpg,data/figure/fs/2024-05-23--电网设备-金盘科技-2024Q1盈利能力保持稳定，海外营收占比快速提升_page2_表2财务数据.jpg,data/figure/fs/2024-01-07--软件开发-金山办公-订阅业务表现亮眼，AI战略持续推进_page3_财务报表分析和预测.jpg,data/figure/fs/2024-05-03--电力行业-三峡能源-业绩表现稳健，新能源装机容量增长较大_page5_财务预测与估值.jpg	2026E 年的总资产与总负债的比例是多少？	1.5:1	1.8:1	2.0:1	2.2:1	C
fs	18	data/figure/fs/2024-08-23--银行-兴业银行-详解兴业银行2024半年报：净息差保持稳定，净利润增速实现由负转正_page9_图表13兴业银行盈利预测表.jpg,data/figure/fs/2023-12-11--计算机设备-神思电子-神思云脑+AI多模态，智慧项目逐步落地_page2_财务报表和主要财务比率.jpg,data/figure/fs/2024-01-11--食品饮料-安琪酵母-海外布局逐步完善_page6_no_caption.jpg,data/figure/fs/2023-12-08--化学制药-九典制药-公司事件点评报告：椒七麝凝胶贴膏临床效果显著，经皮给药平台稳固强化_page2_公司盈利预测百万元.jpg,data/figure/fs/2024-04-21--汽车零部件-多利科技-行业景气叠加一体化压铸的持续推进，公司业绩预期向好_page4_财务报表预测和估值数据汇总.jpg,data/figure/fs/2024-06-10--互联网服务-宝信软件-公司信息更新报告：钢铁节能降碳迫在眉睫，国产智造需求有望提升_page1_附财务预测摘要.jpg,data/figure/fs/2024-01-02--电子化学品-鼎龙股份-加速KrFArF产业化布局，完善半导体材料矩阵_page2_财务报表预测和估值数据汇总.jpg,data/figure/fs/2024-09-01--医疗器械-理邦仪器-2024年半年报业绩点评：国内短期承压，海外逐步恢复_page1_理邦仪器三大财务预测表.jpg,data/figure/fs/2024-07-23--纺织服装-锦泓集团-24H1业绩微增，启动公司回购_page1_财务预测摘要.jpg,data/figure/fs/2024-03-06--消费电子-视源股份-公司教育交互平板全球市占率第一，AI为产品提供附加值_page5_财务预测与估值.jpg	2025E 年的总资产中，无形资产的占比是多少？	1.6%	2.0%	2.4%	2.8%	B
fs	19	data/figure/fs/2024-05-26--生物制品-迈威生物-优质ADC平台型公司，多适应症临床数据良好_page2_财务预测摘要.jpg,data/figure/fs/2024-04-15--软件开发-国能日新-业绩保持稳步增长，电网侧收入高速增长，创新业务突破_page2_一公司财务预测表.jpg,data/figure/fs/2024-04-21--汽车零部件-多利科技-行业景气叠加一体化压铸的持续推进，公司业绩预期向好_page4_财务报表预测和估值数据汇总.jpg,data/figure/fs/2023-11-29--商业百货-小商品城-小商品、大生意，三大生态系统成形铸高壁垒_page24_财务报表与盈利预测.jpg,data/figure/fs/2024-02-04--游戏-三七互娱-新渠道新增量，游戏龙头再启航_page32_no_caption.jpg,data/figure/fs/2024-03-20--电网设备-南网科技-消纳推动电网数智化加速，灵活性改造空间可观_page1_财务预测摘要.jpg,data/figure/fs/2024-05-23--电网设备-金盘科技-2024Q1盈利能力保持稳定，海外营收占比快速提升_page2_表2财务数据.jpg,data/figure/fs/2024-07-21--酿酒行业-酒鬼酒-Q2收入端环比改善，样板建设投入期利润承压_page1_财务预测摘要.jpg,data/figure/fs/2024-02-27--电力行业-中国广核-全国核电龙头，业绩持续增长的现金“牛”_page33_附表财务预测与估值.jpg,data/figure/fs/2024-05-04--光学光电子-宸展光电-公司事件点评报告：加快推进自有品牌MicroTouch培育新成长点，2024Q1业绩显著改善_page2_公司盈利预测百万元.jpg	2026E 年的总资产中，无形资产的占比是多少？	1.8%	2.5%	3.2%	4.0%	A
fs	20	data/figure/fs/2024-07-03--消费电子-立讯精密-果链龙头，AI助力再腾飞_page27_no_caption.jpg,data/figure/fs/2024-08-25--食品饮料-天润乳业-上游拖累业绩，期待奶价拐点_page2_no_caption.jpg,data/figure/fs/2024-08-27--小金属-中钨高新-2024年半年报点评：刀片盈利承压，资源短板即将补齐_page13_公司财务报表数据预测汇总.jpg,data/figure/fs/2024-03-28--食品饮料-双汇发展-公司信息更新报告：屠宰短期承压，肉制品吨利仍处高位_page1_附财务预测摘要.jpg,data/figure/fs/2024-03-24--橡胶制品-阳谷华泰-2023年报点评：2023年业绩承压，期待新项目投产带来增量_page10_附表阳谷华泰盈利预测表.jpg,data/figure/fs/2024-03-25--专用设备-华荣股份-防爆电器龙头剑指全球，创新产品引领行业发展_page31_图表49华荣股份估值模型.jpg,data/figure/fs/2024-01-17--汽车零部件-均胜电子-2023年业绩预告点评：走出拐点，全年业绩高质量兑现！_page1_均胜电子三大财务预测表.jpg,data/figure/fs/2024-03-20--互联网服务-中科创达-公司信息更新报告：利润短期承压，布局创新业务打造新动能_page1_附财务预测摘要.jpg,data/figure/fs/2024-08-21--生物制品-康华生物-发布员工持股计划，彰显发展信心_page2_附表财务预测与估值.jpg,data/figure/fs/2024-02-06--电池-中伟股份-推动“质量回报双提升”，助力公司一体化布局_page1_中伟股份三大财务预测表.jpg	2025E 年的总资产中，无形资产的占比是多少？	1.8%	2.3%	2.7%	3.2%	C
sdt	21	data/figure/sdt/2024-06-18--物流行业-圆通速递-公司深度报告：电商快递业务稳步向好，数字化精益管理降本增效_page6_表2圆通速递前十大股东情况截止2024331.jpg,data/figure/sdt/2024-09-22--航运港口-中远海能-全球油气航运龙头，油运上行凸显价值_page16_图表34成品油东油西运利好需求供给增量对冲船队更新市场景气度仍处高位.jpg,data/figure/sdt/2024-03-07--医疗器械-振德医疗-国内海外双轮驱动，“医疗+健康”引领长期发展_page23_表医用敷料公司横向比较.jpg,data/figure/sdt/2024-08-11--煤炭行业-上海能源-主业高成长将落地，绿能转型持续深化_page6_图表9上海能源20132023年自产煤吨煤毛利及成本测算表.jpg,data/figure/sdt/2024-06-12--纺织服装-华利集团-深耕运动鞋履代工筑高壁垒，订单产能双增利润可期_page22_表9华利集团分业务预测拆分金额单位亿元.jpg,data/figure/sdt/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page8_表5未来五年尼龙管路市场空间预测.jpg,data/figure/sdt/2024-09-21--化学制品-天奈科技-动态报告：导电剂龙头持续迭代，积极推进一体化布局_page14_表10公司业务拆分.jpg,data/figure/sdt/2024-05-13--光伏设备-福莱特-玻璃龙头，盈利上行_page21_表8公司业务拆分及营收预测亿元.jpg,data/figure/sdt/2024-05-21--软件开发-并行科技-超算云服务龙头，迎行业春风_page22_表5公司盈利预测.jpg,data/figure/sdt/2024-07-12--电池-德瑞锂电-锂一次电池先行者，扩产顺应市场高需求_page12_表2公司锂锰电池锂铁电池系列产品技术水平和行业标准对比.jpg	FR14505型号锂铁电池在1.5W/0.65W功率下，每10次循环中，每次循环的时间分配为2s/28s, 5min/h，那么其公司产品指标至少达到多少次？	≥525次	≥550次	≥575次	≥600次	A
sdt	22	data/figure/sdt/2024-08-23--电子元件-成电光信-北交所首次覆盖报告：网络总线+特种显示双轮驱动，布局民用飞行模拟器+TSN网络总线_page5_no_caption.jpg,data/figure/sdt/2024-08-25--银行-齐鲁银行-详解齐鲁银行2024年半年报：业绩稳健；稳步扩表；资产质量优化_page7_图表8齐鲁银行比年初新增贷款占比.jpg,data/figure/sdt/2024-06-14--玻璃玻纤-力诺特玻-中硼硅模制瓶转A落地，药用玻璃放量在即_page27_图表54公司日用玻璃收入细分拆解.jpg,data/figure/sdt/2024-03-13--物流行业-东航物流-航线资源与区位优势明显，跨境电商物流构建第二增长极_page8_表1中国主要货运航司的机队情况架.jpg,data/figure/sdt/2024-06-11--工程机械-大连重工-新增订单170亿，最坏的日子已经过去！大连重工：竞争依旧惨烈，营收稳步增长，ROE持续改善_page8_no_caption.jpg,data/figure/sdt/2024-07-24--物流行业-东航物流-电商出海东风助力，航空物流龙头起飞_page25_图表7420242026年公司主要业务业绩测算.jpg,data/figure/sdt/2024-09-17--交运设备-华洋赛车-北交所公司深度报告：海外市场多边发力，新能源布局及募投达产助力Kayo出海“乘风”_page16_表5较多在研项目开发针对儿童及青少年用户群.jpg,data/figure/sdt/2024-06-10--中药-方盛制药-公司首次覆盖报告：聚焦创新中药主业，“338”大产品战略稳步推进_page22_表16公司的依折麦布片为国内首仿具备先发优势.jpg,data/figure/sdt/2024-05-07--化学制品-聚胶股份-卫材热熔胶全球破局者，海外扩张稳步推进_page21_表4全球一次性卫生用品热熔胶用量测算.jpg,data/figure/sdt/2024-07-24--物流行业-东航物流-电商出海东风助力，航空物流龙头起飞_page11_图表2720242026年中国北美欧洲全货机运力供给预测.jpg	2025年西欧出口货运航班周班次的同比增长率与2024年相比，变化了多少个百分点？	0%	1%	2%	3%	A
sdt	23	data/figure/sdt/2024-09-01--证券-华泰证券-2024年中报点评：资管业务表现亮眼，自营业务边际改善_page1_表1华泰证券盈利预测单位百万元.jpg,data/figure/sdt/2024-09-10--半导体-长电科技-国内龙头平台型封测厂，全球化多品类布局优势显著_page21_图表44可比公司估值比较.jpg,data/figure/sdt/2024-09-18--电子化学品-安集科技-业绩稳健增长，先进制程产品持续上量_page1_图表2公司2024年第二季度财务报告摘要.jpg,data/figure/sdt/2024-06-17--软件开发-万集科技-首次覆盖：交通基础设施智慧化升级提速，业绩进入上升通道_page2_表1公司业务分拆百万元.jpg,data/figure/sdt/2024-08-07--电子元件-远航精密-远航精密首次覆盖报告：深耕精密镍基导体材料，产品结构持续优化_page7_表3分业务预测百万元.jpg,data/figure/sdt/2024-04-19--化学制品-山东赫达-山东赫达深度报告：国内纤维素醚龙头，全球化布局成长可期_page23_附表1公司分业务增速与毛利预测单位百万元人民币.jpg,data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page20_表1220162017年星宇股份产能情况.jpg,data/figure/sdt/2024-05-24--食品饮料-天味食品-川调龙头产品长青，内延外拓渠道焕新_page25_表5拾翠坊销量前十大产品规格单价月销量.jpg,data/figure/sdt/2024-04-08--通用设备-华光新材-公司年报点评：23年归母净利润0.42亿元，同比增长377.19%，拓展电子和新能源汽车赛道_page1_表1华光新材分业务盈利预测.jpg,data/figure/sdt/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page29_图48银价6000元KG时HJT与TOPCon不同技术路线下的成本比较.jpg	根据图表，HJT电池使用0BB+30%银包铜浆料时，单W银包铜浆料成本为多少元/W？	0.021	0.041	0.027	0.034	A
sdt	24	data/figure/sdt/2024-03-11--非金属材料-中科电气-锂电负极头部企业，盈利能力持续改善_page9_图表13锂电负极市场空间测算.jpg,data/figure/sdt/2024-06-27--电子元件-安培龙-国产温压传感器“小巨人”，布局力矩传感器打开成长空间_page31_图表61公司盈利预测.jpg,data/figure/sdt/2024-07-03--消费电子-立讯精密-果链龙头，AI助力再腾飞_page25_图表66公司收入拆分.jpg,data/figure/sdt/2024-04-15--家用轻工-致欧科技-高效供应链造就性价比，“线上宜家”出海正当时_page14_表5中国出口至欧洲美国市场份额变化出口金额前20品类.jpg,data/figure/sdt/2024-05-10--食品饮料-洽洽食品-坚果势能较好，成本改善可期_page2_表1公司业务拆分.jpg,data/figure/sdt/2024-05-24--煤炭行业-电投能源-深度报告：煤电铝三大业务共成长，稳健性和弹性兼备_page29_图表可比公司盈利预测及估值.jpg,data/figure/sdt/2024-02-20--通信服务-普天科技-深度报告：央企平台+产业卡位，市值重估与卫星放量预期共振_page15_图表中国移动5G小基站集采中标结果.jpg,data/figure/sdt/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page14_表1HJT相较其他技术路线效率更高工艺更简单.jpg,data/figure/sdt/2024-05-12--电源设备-科威尔-公司首次覆盖报告：测试电源龙头，多场景全维度拓宽产品应用领域_page14_表62025年国内新增新能源车产能有望带来充电桩测试电源135亿市场.jpg,data/figure/sdt/2024-08-25--银行-齐鲁银行-详解齐鲁银行2024年半年报：业绩稳健；稳步扩表；资产质量优化_page9_图表12齐鲁银行资产质量指标.jpg	在2024年上半年，齐鲁银行的不良净生成率（累计年化）相比2023年同期变化了多少？	-0.05%	0.05%	-0.06%	0.06%	A
sdt	25	data/figure/sdt/2024-08-22--银行-常熟银行-详解常熟银行2024年半年报：净利润同比+19.6%，业绩高增韧性强_page5_图表8常熟银行生息资产和计息负债增速和结构情况.jpg,data/figure/sdt/2024-09-10--半导体-长电科技-国内龙头平台型封测厂，全球化多品类布局优势显著_page20_图表43公司分mathcalF游领域营收拆分亿元.jpg,data/figure/sdt/2024-09-17--化学制品-一诺威-北交所公司深度报告：聚氨酯CPU全国单项冠军，技术+产业链共建竞争优势_page6_表2按照细分产品来看CPUTPU聚醚组合聚醚产品为公司收入主要来源.jpg,data/figure/sdt/2024-03-31--有色金属-中国铝业-铝产业链一体布局，深耕主业迈向全球_page13_图表24中国铝业铝土矿布局.jpg,data/figure/sdt/2024-05-28--仪器仪表-天罡股份-超声仪表领军企业，热表水表齐头并进_page14_图表21我国智能超声水表市场空间预测以产值计算.jpg,data/figure/sdt/2024-07-19--食品饮料-康比特-康比特首次覆盖报告：产品不断创新发展，深耕运动营养行业蓝海_page11_表4公司盈利预测.jpg,data/figure/sdt/2024-06-13--电池-豪鹏科技-公司首次覆盖报告：消费电池平台型公司，大软包业务有望发力_page13_表10公司各业务营收拆分.jpg,data/figure/sdt/2024-04-01--采掘行业-海油工程-深度报告：油气行业景气度回暖，海工龙头有望充分受益_page25_表9可比公司PE数据对比.jpg,data/figure/sdt/2024-08-23--银行-兴业银行-详解兴业银行2024半年报：净息差保持稳定，净利润增速实现由负转正_page7_图表12兴业银行资产质量.jpg,data/figure/sdt/2024-04-16--电池-宁德时代-2024年一季报点评：业绩持续超预期，龙头尽显风范_page3_图3公司动力及储能业务拆分.jpg	动力系统在23Q2的均价（含税）相比23Q1下降了多少元/wh？	0.08	0.07	0.06	0.05	A
sdt	26	data/figure/sdt/2024-07-15--电力行业-中闽能源-优质新能源运营商，海上风电发展空间较大_page16_表6不同电价成本下陆上风电单位GW装机净利润测算亿元.jpg,data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page63_图表预计国内PC行业开工率有望回升.jpg,data/figure/sdt/2024-03-08--汽车零部件-豪能股份-同步器行业龙头，打造差速器、航空航天新成长曲线_page22_表6公司营收拆分单位亿元.jpg,data/figure/sdt/2024-06-13--医疗器械-麦澜德-女性康复器械领跑者，健康与美战略初现_page9_no_caption.jpg,data/figure/sdt/2024-08-22--银行-常熟银行-详解常熟银行2024年半年报：净利润同比+19.6%，业绩高增韧性强_page5_图表8常熟银行生息资产和计息负债增速和结构情况.jpg,data/figure/sdt/2024-03-10--电子元件-广合科技-广合科技投资价值分析报告：服务器PCB龙头，携手优质客户快速成长_page40_表22国内可比公司盈利能力对比.jpg,data/figure/sdt/2024-08-08--银行-浦发银行-详解浦发银行1H24业绩快报：信贷投放与业绩增速双提升_page2_no_caption.jpg,data/figure/sdt/2024-06-24--中药-葵花药业-品牌构筑核心壁垒，“六五”规划开启百亿目标_page17_表62021年肝病用药TOP20格局城市实体药店中成药.jpg,data/figure/sdt/2024-05-21--软件开发-并行科技-超算云服务龙头，迎行业春风_page22_表5公司盈利预测.jpg,data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page64_表44星宇股份车灯市占率测算按照车灯销量口径.jpg	如果2022年全球汽车产量为8249.3万辆，且后组合灯销量为1458.5万只，那么每辆汽车平均需要多少个后组合灯？	0.177	0.180	0.175	0.178	A
sdt	27	data/figure/sdt/2024-07-05--计算机设备-诺瓦星云-受益于MLED及超高清趋势，出海带来增长alpha_page10_表6公司2021年在前五大客户中的份额相较2020年提升单位万元.jpg,data/figure/sdt/2024-03-20--半导体-扬杰科技-功率龙头有望进入边际改善周期_page23_图表59FCFF估值敏感性测试.jpg,data/figure/sdt/2024-07-26--汽车零部件-捷众科技-汽车精密注塑件专精特新“小巨人”，新能源智造项目放量可期_page17_图26分业务盈利预测.jpg,data/figure/sdt/2024-06-24--中药-葵花药业-品牌构筑核心壁垒，“六五”规划开启百亿目标_page15_表52021年妇科消炎药TOP20格局城市实体药店中成药.jpg,data/figure/sdt/2024-03-20--半导体-扬杰科技-功率龙头有望进入边际改善周期_page22_图表56公司营收测算汇总亿元.jpg,data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page52_表362023年配备前格栅灯贯穿式前灯的车型情况.jpg,data/figure/sdt/2024-04-15--家用轻工-致欧科技-高效供应链造就性价比，“线上宜家”出海正当时_page14_表5中国出口至欧洲美国市场份额变化出口金额前20品类.jpg,data/figure/sdt/2024-05-17--电子元件-伊戈尔-受益于数据中心与配电网景气度，海外变压器快速拓展_page9_表5国内和全球光伏升压变压器市场空间测算亿元.jpg,data/figure/sdt/2024-09-15--银行-中国银行-营收边际改善，息差企稳，质量稳健_page4_表3资产分析.jpg,data/figure/sdt/2024-06-06--电机-卧龙电驱-全球电机龙头企业，航空电机具备卡位优势_page13_图表26航空电机与新能源汽车电机的性能指标对比.jpg	在航空电机中，EMRAX 268和EMRAX 348的转矩密度相差多少？	0.2 Nm/Kg	1.2 Nm/Kg	2.2 Nm/Kg	3.2 Nm/Kg	A
