fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
金融情景分析	pg	110897	data/figure/pg/2024-01-24--半导体-上海合晶-新股覆盖研究：上海合晶_page4_图52021年全球晶圆制造材料市场结构份额情况.jpg					如果硅片的市场份额增加5个百分点，其新份额是多少？	40%	38%	42%		A
金融情景分析	pg	110900	data/figure/pg/2022-11-21--航运港口-招商南油-中国出口提振市场，“东油西运”趋势不变_page15_图35不同年限成品油轮载重吨占比情况.jpg					如果将船龄在20年及以上的成品油轮载重吨占比与5-9年的成品油轮载重吨占比合并，其总占比为多少？	31.20%	30.20%	32.20%		A
金融情景分析	pg	110910	data/figure/pg/2024-04-11--通用设备-华锐精密-华锐精密首次覆盖：国内数控刀具领军企业，产能释放+渠道拓展共驱长期成长_page12_图14世界切削刀具产品结构.jpg					如果硬质合金的市场份额增长20%，其占有率将变为多少？	75%	83%	93%		B
金融情景分析	pg	110915	data/figure/pg/2023-06-13--食品饮料-千味央厨-千味央厨：大小B双轮驱动，餐饮市场大有可为_page15_图212021年速冻面米市场竞争格局.jpg					如果三全的市场份额增加5个百分点，其新份额是多少？	33%	28%	38%		A
金融情景分析	pg	110923	data/figure/pg/2023-09-14--化学制药-京新药业-成品药集采风险出清，失眠新药一枝独秀_page10_图表182022年抗癫痫药PDB样本医院市场格局.jpg					如果丙戊酸钠和左乙拉西坦的市场份额合并，它们的总市场份额将达到多少？	60%	59%	58%		A
金融情景分析	pg	110926	data/figure/pg/2023-05-26--半导体-北方华创-半导体设备平台型公司，受益国产替代加速_page24_图502019年全球单片清洗设备占比高达75.jpg					如果单片清洗设备的收入为7.46亿元，那么公司总收入为多少？	10亿元	5亿元	20亿元		A
金融情景分析	pg	110930	data/figure/pg/2024-02-20--化学原料-华鲁恒升-低成本筑壁垒，双基地促成长_page29_图432022年DMF供给格局.jpg					如果华鲁恒升与鲁西化工合并，它们的总占有率将达到多少？	46.60%	32.00%	14.60%		A
金融情景分析	pg	110940	data/figure/pg/2022-12-04--电网设备-四方股份-电网二次平台型龙头，新能源+储能注入发展新动能_page12_图132022年19月国网变电监控系统中标情况.jpg					如果南瑞的中标金额为32亿元，那么四方的中标金额是多少？	19.2亿元	15.6亿元	18.4亿元		A
金融情景分析	pg	110941	data/figure/pg/2023-12-13--电子元件-隆扬电子-国内垂直电磁屏蔽材料供应商，拓展复合铜箔储备新增长级_page7_图62023H1公司主营业务收入构成.jpg					如果电磁屏蔽材料的市场份额减少5个百分点，其新份额是多少？	77.71%	82.71%	87.71%		A
金融情景分析	pg	110947	data/figure/pg/2023-11-08--化学制药-千红制药-肝素和蛋白酶龙头之一，加速创新化转型_page9_图112021年样本医院依诺肝素市占率.jpg					如果赛诺菲的市场份额减少5个百分点，其新份额是多少？	39%	40%	41%		A
金融情景分析	pg	110956	data/figure/pg/2022-12-22--工程建设-中国化学-深度报告之二：新能源材料的技术供应商_page45_图表煤电项目度电成本拆分以动力煤价格1200元吨为例.jpg					如果将成本折旧和其他成本合并为一个类别，其总占比为多少？	11%	10%	9%		A
金融情景分析	pg	110960	data/figure/pg/2024-01-01--半导体-聚辰股份-深度报告：DDR5渗透加速，SPD、车规级EEPROM驱动成长_page12_图222023年全球EEPROM市场格局.jpg					如果意法半导体的收入为31亿元，那么Microchip的收入是多少？	20.7亿元	9.3亿元	22.1亿元		C
金融情景分析	pg	110967	data/figure/pg/2023-06-15--医疗器械-浩欧博-首次覆盖报告：过敏自免两翼齐飞，行稳致远进而有为_page11_图162018年中国过敏市场竞争格局.jpg					如果外资企业（以欧蒙、敏筛和Phadia为主）与浩欧博合并，占有率将达到多少？	51.00%	70.00%	80.00%		B
金融情景分析	pg	110969	data/figure/pg/2023-09-17--专用设备-欧克科技-造纸设备龙头企业，跨界进入隔膜设备新领域_page25_图表42下游造纸行业集中度.jpg					如果CR4的市场份额增加5个百分点，其新份额是多少？	35.71%	30.71%	25.71%		A
金融情景分析	pg	110975	data/figure/pg/2022-10-14--通用设备-祥鑫科技-首次覆盖报告：好赛道搭配好客户，新能源助推快成长_page17_图14逆变器成本结构.jpg					如果机构件的成本增加20%，其在总成本中的占比将变为多少？	30%	28%	26%		A
金融情景分析	pg	110988	data/figure/pg/2023-07-07--贵金属-紫金矿业-资源布局加速，矿业龙头稳固_page14_图表242021年我国铜下游消费结构.jpg					如果电力行业的铜消费量为230万吨，那么我国2021年铜总消费量为多少？	500万吨	460万吨	540万吨		A
金融情景分析	pg	110990	data/figure/pg/2023-09-28--互联网服务-宇信科技-公司首次覆盖报告：银行IT领军，成长动能充足_page11_图132021年银行IT解决方案市场竞争格局分散.jpg					如果中电金信和宇信科技合并，它们的市场份额将达到多少？	13.95%	12.95%	14.95%		A
金融情景分析	pg	110992	data/figure/pg/2022-11-29--装修建材-兔宝宝-渠道横纵并拓，模式优化升级，板材龙头稳健成长_page5_图42021年公司营收结构情况.jpg					如果装饰材料的市场份额减少10%，其新份额将是多少？	57%	63%	53%		A
金融情景分析	pg	110998	data/figure/pg/2024-02-20--化学原料-华鲁恒升-低成本筑壁垒，双基地促成长_page10_图92022年公司营业收入构成.jpg					如果将醋酸及衍生品和肥料业务合并，其市场份额将达到多少？	25%	30%	20%		A
金融情景分析	pg	111001	data/figure/pg/2022-11-30--食品饮料-天味食品-渠道良性稳健发展，产品品牌具备持久动能_page7_图表5中国鸡精市场竞争格局.jpg					如果'太太乐'的市场份额减少10%，其占有率将变为多少？	40%	35%	45%		A
金融情景分析	pg	111003	data/figure/pg/2024-03-10--电子元件-广合科技-广合科技投资价值分析报告：服务器PCB龙头，携手优质客户快速成长_page20_no_caption.jpg					如果职工薪酬的占比增加5个百分点，新的占比是多少？	52.85%	50.85%	53.85%		A
金融情景分析	pg	111004	data/figure/pg/2023-07-16--装修建材-永艺股份-办公椅龙头内外并进，全球产能布局领先_page8_图142022年中国办公椅主要出口公司市占率.jpg					如果永艺股份的市场份额为12%，恒林股份的市场份额为10%，那么其他公司的市场份额总和是多少？	78%	80%	68%		A
金融情景分析	pg	111006	data/figure/pg/2023-04-25--钢铁行业-广大特材-2022年报及2023年一季报点评：风电上游供应商，海风大年充分受益_page3_图72022年业务收入结构情况.jpg					如果新能源风电业务与能源装备业务合并，它们的市场份额将达到多少百分点？	64%	58%	62%		A
金融情景分析	pg	111016	data/figure/pg/2023-09-13--软件开发-天融信-公司分析报告：两年增速位居行业前列，信创业务实现持续高增长_page3_图32023H1公司分产品收入结构.jpg					如果基础安全产品的收入为67亿元，公司总收入为多少？	100亿元	200亿元	300亿元		A
金融情景分析	pg	111018	data/figure/pg/2022-12-08--医疗器械-华大智造-国产测序仪稀缺标的，广阔市场未来可期_page11_图152020年全球基因测序下游应用分布.jpg					如果学术研究的市场份额增长20%，其占有率将变为多少？	64.80%	72%	65%		A
金融情景分析	pg	111021	data/figure/pg/2023-06-21--电源设备-东方电气-火电核电重启电不荒，加码绿能奔向碳中和_page33_图752022年火电装机占比较2016年降低115风电提高5.jpg					如果2016年火电的市场份额增长10%，其占有率将变为多少？	74.30%	75.30%	76.30%		A
金融情景分析	pg	111022	data/figure/pg/2023-02-17--小金属-中国稀土-公司深度报告：中国稀土：整合开启，掌控提升_page23_图33中国稀土功能材料产量结构.jpg					如果将稀土抛光材料、钐钴磁体和粘结钕铁硼毛坯的市场份额合并为一个类别，其市场份额总和为多少？	10.96%	11.35%	12.16%		A
金融情景分析	pg	111029	data/figure/pg/2022-12-26--家电行业-海信家电-深度报告：央空与三电双剑合璧，热管理集成强者争霸_page24_图522018年全球汽车空调压缩机格局.jpg					如果全球汽车空调压缩机市场中，电装的市场份额减少5%，而三电的市场份额增加到26%，其他业务占比保持不变，此时翰昂的市场份额大约为多少？	14%	9%	15%		A
金融情景分析	pg	111030	data/figure/pg/2023-06-27--旅游酒店-君亭酒店-西南再下一城，关注暑期及杭州亚运机遇_page5_图9君澜酒店区域分布情况含筹建中门店.jpg					如果君澜酒店计划将浙江的门店占比减少5%，并将四川的门店占比提高到6%，则其他省份的门店占比保持不变，此时广东的门店占比大约为多少？	4%	5%	6%		A
金融情景分析	pg	111031	data/figure/pg/2023-07-05--专用设备-合康新能-合康新能：高压变频龙头，美的赋能踏风疾行_page14_图表2321年低压变频器市场格局.jpg					如果ABB的市场份额增加5个百分点，其新份额是多少？	20.10%	20.60%	20.20%		A
金融情景分析	pg	111033	data/figure/pg/2024-05-09--纺织服装-嘉欣丝绸-丝绸服饰多元化发展，业绩稳定股息率高_page5_图6公司2023年主营业务占比.jpg					如果服装业务的市场份额减少5个百分点，其新份额是多少？	39.07%	44.07%	34.07%		A
金融情景分析	pg	111037	data/figure/pg/2022-12-25--食品饮料-安琪酵母-产能扩张叠加成本改善，业绩拐点将至_page23_图表44安琪酵母国内份额领先.jpg					如果安琪酵母的市场份额增加5个百分点，其新份额是多少？	66%	67%	68%		A
金融情景分析	pg	111038	data/figure/pg/2023-12-11--塑料制品-蓝晓科技-吸附分离平台型企业，多业务线成长共振_page22_图表46镓产品下游应用情况.jpg					如果化合物半导体的市场份额减少5个百分点，其新份额是多少？	37%	32%	40%		A
金融情景分析	pg	111042	data/figure/pg/2023-12-06--汽车零部件-伯特利-首次覆盖报告：线控制动领跑者，布局底盘一体化打开成长空间_page15_图242022年中国盘式制动器市场份额情况.jpg					如果大陆集团的市场份额增长20%，其占有率将变为多少？	22.91%	24.91%	26.91%		A
金融情景分析	pg	111044	data/figure/pg/2022-12-31--汽车零部件-科博达-深度报告之二：打造域控制器平台型企业_page9_图7公司2021年分产品营收.jpg					如果照明控制系统业务的市场份额增长20%，其占有率将变为多少？	59%	69%	79%		A
金融情景分析	pg	111046	data/figure/pg/2024-01-03--电子化学品-上海新阳-公司首次覆盖报告：晶圆及先进封装材料国内领先，高端光刻胶进展顺利_page18_图422022年全球光刻胶行业市场被海外寡头垄断.jpg					如果东京应化和日本JSR的市场份额分别减少5%，其他企业的市场份额将如何变化？	增加10%	增加5%	不变		A
金融情景分析	pg	111051	data/figure/pg/2022-12-13--半导体-长川科技-长川科技：国产测试机龙头，内生+外延铸就高成长_page13_图表172018年中国半导体测试设备市场结构.jpg					如果将测试机和分选机的市场份额合并，其总和为多少？	80.50%	78.30%	82.60%		A
金融情景分析	pg	111058	data/figure/pg/2022-12-15--化学制品-国瓷材料-重点布局陶瓷基板领域，多点开花未来成长可期_page23_图372020年中国MLCC配方粉竞争格局.jpg					如果国瓷材料的收入为40亿元，则公司总收入为多少？	50亿元	60亿元	80亿元		A
金融情景分析	sdt	111490	data/figure/sdt/2024-09-24--交运设备-春风动力-中国全地形车及中大排摩托车龙头，出海、高端化引领新成长_page18_表8春风动力和北极星在单排量车型挖掘的对比.jpg					如果将春风动力2025 UFORCE 1000 XL和北极星2025 RANGER CREW 1000 Premium的座位数相加，结果是多少？	10	12	14		A
金融情景分析	sdt	111492	data/figure/sdt/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page14_表1HJT相较其他技术路线效率更高工艺更简单.jpg					假设PERC和TOPCon的设备投资分别为1.5亿元/GW和2亿元/GW，如果某公司计划投资10GW的产能，分别采用PERC和TOPCon技术，那么两种技术的总设备投资差额是多少？	5亿元	10亿元	15亿元		A
金融情景分析	sdt	111495	data/figure/sdt/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page28_图47不同白银价格下各类银浆价格情况.jpg					如果加工费固定不变，当白银价格从6000元/KG上升到12000元/KG时，哪种银浆的售价增长幅度最大？	高温银浆	低温银浆	30%银包铜		B
金融情景分析	sdt	111496	data/figure/sdt/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page29_图48银价6000元KG时HJT与TOPCon不同技术路线下的成本比较.jpg					如果银价为6000元/KG，哪种电池类别在使用0BB+纯银浆料时的单W银浆成本最低？	HJT（210尺寸，10.8W/片）	TOPCon（182尺寸，8.2W/片）	两者相同		B
金融情景分析	sdt	111498	data/figure/sdt/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page54_表19国内CellModule制程激光设备每年的市场空间在25亿元左右.jpg					如果Array制程激光设备价值量占整体激光设备的比重在2024年保持不变，且国内Array制程激光设备市场空间为65.5亿元，那么2024年国内Cell+Module制程激光设备市场空间约为多少？	28.1亿元	30.1亿元	32.1亿元		A
金融情景分析	sdt	111502	data/figure/sdt/2024-09-22--航运港口-中远海能-全球油气航运龙头，油运上行凸显价值_page18_图表38中远海能估值模型核心假设.jpg					如果2024E的归母净利润为58.11亿元，且预计2025E和2026E的归母净利润分别增长16.04%和10.99%，那么2026E的归母净利润大约是多少？	74.83亿元	75.56亿元	76.29亿元		A
金融情景分析	sdt	111509	data/figure/sdt/2024-09-17--化学制品-一诺威-北交所公司深度报告：聚氨酯CPU全国单项冠军，技术+产业链共建竞争优势_page25_表18一诺威CPU产品市场占有率为3461全国排名第一.jpg					根据2021年的数据，如果CPU产品的市场占有率为34.61%，且行业整体消费量为18万吨，那么诺威CPU产品的销量大约是多少？	5.73万吨	6.23万吨	6.95万吨		B
金融情景分析	sdt	111514	data/figure/sdt/2024-09-17--化学制品-一诺威-北交所公司深度报告：聚氨酯CPU全国单项冠军，技术+产业链共建竞争优势_page17_表132023年聚氨酯上游原材料大幅扩产.jpg					如果环氧丙烷的产量为100万吨，那么其进口量大约是多少万吨？	15.06	11.49	16.55		C
金融情景分析	sdt	111517	data/figure/sdt/2024-09-17--交运设备-华洋赛车-北交所公司深度报告：海外市场多边发力，新能源布局及募投达产助力Kayo出海“乘风”_page3_表1截至2024年上半年末董事长戴继刚先生持股比例为372.jpg					"假设公司总股本为55,486,044股，计算第十大股东招商银行股份有限公司的持股比例是否正确？"	是	否	无法确定		A
金融情景分析	sdt	111524	data/figure/sdt/2024-09-15--银行-民生银行-利润拐点初显，息差有望企稳_page2_表124H1202323H1各项利息收入支出情况.jpg					在2023年，如果向央行借款的利息收入/支出占比从4.7%降低到4.0%，同时吸收存款的利息收入/支出占比保持不变，那么计息负债总计的平均收益率会变为多少？	2.38%	2.40%	2.42%		B
金融情景分析	sdt	111536	data/figure/sdt/2024-08-25--银行-齐鲁银行-详解齐鲁银行2024年半年报：业绩稳健；稳步扩表；资产质量优化_page7_图表8齐鲁银行比年初新增贷款占比.jpg					根据图表，2023年对公贷款占比为82.6%，个人贷款占比为20.8%。如果2023年的总新增贷款为1000亿元，那么对公贷款和个人贷款各是多少？	对公贷款750亿元，个人贷款250亿元	对公贷款826亿元，个人贷款174亿元	对公贷款800亿元，个人贷款200亿元		B
金融情景分析	sdt	111548	data/figure/sdt/2024-08-23--电子元件-成电光信-北交所首次覆盖报告：网络总线+特种显示双轮驱动，布局民用飞行模拟器+TSN网络总线_page5_no_caption.jpg					如果将2020年度和2021年度的销售收入相加，中航工业的总收入是多少万元？	13240	13240.00+9686.69	13240.00-9686.69		B
金融情景分析	sdt	111549	data/figure/sdt/2024-08-23--电子元件-成电光信-北交所首次覆盖报告：网络总线+特种显示双轮驱动，布局民用飞行模拟器+TSN网络总线_page25_表15可比公司PE2024E均值为17X.jpg					假设全信股份的2024E PE为17.4，其2024E EPS为1.00元/股，那么其2024E市值应该是多少？	37.2亿元	40.8亿元	34.8亿元		B
金融情景分析	sdt	111566	data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page59_图表全球PMMA巨头生产商MMA配套能力截至2023年底.jpg					假设每家生产商的PMMA产能和MMA配套产能都按比例增长10%，那么万华化学的PMMA产能将达到多少万吨/年？	17.6	18.4	19.2		A
金融情景分析	sdt	111570	data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page9_图表公司聚氨酯产品现有和在建产能分布截至2024年7月.jpg					如果所有在建拟建产能按计划投产，ADI合计产能将增加多少万吨？	19	18	20		A
金融情景分析	sdt	111572	data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page52_图表全球PMMA按产能划分的市占率情况截至2023年底.jpg					假设PLASKOLITE和韩国大山合并，它们的总产能占全球PMMA产能的比例是多少？	4%	5%	6%		A
金融情景分析	sdt	111587	data/figure/sdt/2024-08-15--化学制药-科伦药业-三发驱动，发展驶入快车道_page19_no_caption.jpg					如果将(16)/葡萄糖(16%)注射液（多嘉）和(16)/葡萄糖(36%)注射液（多臻）的中长链脂肪乳/氨基酸比例相加，结果是多少？	155%	100%	171%		A
金融情景分析	sdt	111588	data/figure/sdt/2024-08-15--化学制药-科伦药业-三发驱动，发展驶入快车道_page20_图表31川宁生物2023年限制性股权激励计划.jpg					在第二个归属期，如果2024年净利润复合增长率不低于25%，且新增不少于3个合成生物学产品正式生产并形成收入，公司层面归属比例X是多少？	100%	75%	50%		A
