fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
金融数据推理与理解	frg	320070	data/figure/frg/2022-12-15--化学制品-国瓷材料-重点布局陶瓷基板领域，多点开花未来成长可期_page29_no_caption.jpg					根据图片内容，以下哪个公司在2018年成立？	深圳爱尔创新材料有限公司	无法确定	上海国瓷博晶新材料科技有限公司	山东国瓷电子科技发展有限公司	B
金融数据推理与理解	frg	320075	data/figure/frg/2022-11-30--食品饮料-天味食品-渠道良性稳健发展，产品品牌具备持久动能_page13_图表25天味食品历史沿革.jpg					好人家品牌在2017年推出了哪款产品？	无法确定	不辣汤火锅底料	川味复合调味料	四川名牌产品	A
金融数据推理与理解	pg	320076	data/figure/pg/2023-07-10--家电行业-科沃斯-双轮驱动，持续领跑清洁电器赛道_page17_图表24消费者清扫家庭地面的习惯.jpg					根据图表，中国家庭地板材质中，哪一种材质的偏好度最高？	地毯	木地板	无法确定	其他	C
金融数据推理与理解	pg	320077	data/figure/pg/2024-01-19--中药-马应龙-肛肠品牌老字号，打造“医+药+养”结合新模式_page12_图表122022年中国痔疮用药分类占比.jpg					根据饼图，乳膏剂在中国痔疮用药市场细分药品类型中占比多少？	62%	18%	无法确定	4%	C
金融数据推理与理解	pg	320078	data/figure/pg/2024-01-08--半导体-圣邦股份-泛模拟平台成型，厚积薄发开启新一轮成长_page14_图22公司收入的下游分布2022年.jpg					根据饼图，2022年公司收入中电源管理芯片的占比是多少？	37.41%	无法确定	0.12%	50%	B
金融数据推理与理解	pg	320079	data/figure/pg/2023-02-27--酿酒行业-青岛啤酒-深度报告：打铁自身硬，一意战高端_page13_图272021年我国啤酒行业竞争格局销量口径.jpg					根据图中的成本构成，哪种成本占比最高？	无法确定	麦芽	直接人工	包装	A
金融数据推理与理解	pg	320080	data/figure/pg/2023-01-05--化肥行业-盐湖股份-钾锂双业务发展，未来成长可期_page10_图15钾肥下游需求结构.jpg					在205岁以下儿童住院疾病构成中，呼吸道疾病的占比是多少？	32.1%	无法确定	25.4%	6.0%	B
金融数据推理与理解	pg	320081	data/figure/pg/2023-05-24--软件开发-金橙子-激光振镜控制系统领先企业加速布局未来_page13_no_caption.jpg					根据图中的业务占比情况，'大消费、广告、包装'与'精密五金加工等'的占比差距是多少？	25.3%	24.7%	0.263	无法确定	D
金融数据推理与理解	pg	320082	data/figure/pg/2024-05-08--农牧饲渔-秋乐种业-玉米种优质企业，新品种助力业务稳增长_page9_图132021年全球种子企业市场份额分布.jpg					2021年玉米的种植面积占总种植面积的比例是多少？	36.25%	无法确定	12.74%	12.30%	B
金融数据推理与理解	pg	320083	data/figure/pg/2023-03-07--光学光电子-茂莱光学-茂莱光学深度：工业级精密光学稀缺标的，下游领域多点开花_page17_no_caption.jpg					如果将市场份额低于5%的企业合并为一个类别，其市场份额总和为多少？	0.05	8%	10%	无法确定	D
金融数据推理与理解	pg	320084	data/figure/pg/2023-02-17--小金属-中国稀土-公司深度报告：中国稀土：整合开启，掌控提升_page23_图34美国稀土下游应用占比.jpg					根据图中的产量结构，稀土抛光材料的占比是多少？	8.73%	无法确定	45.44%	0.58%	B
金融数据推理与理解	pg	320085	data/figure/pg/2023-02-26--电池-孚能科技-“孚”摇直上，蓄“能”勃发_page9_图表122021年中国软包动力电池竞争格局.jpg					2022年中国动力电池装机份额中，宁德时代的市场份额是比亚迪的多少倍？	无法确定	1.85倍	2.34倍	1.97倍	A
金融数据推理与理解	pg	320086	data/figure/pg/2023-12-27--化纤行业-新凤鸣-凤鸣长新，龙头精进_page15_图382022年我国涤纶短纤消费结构.jpg					如果将市场份额低于5%的企业合并为一个类别，其市场份额总和为多少？	3.46%	0.0423	无法确定	6.07%	C
金融数据推理与理解	pg	320087	data/figure/pg/2022-12-22--工程建设-中国化学-深度报告之二：新能源材料的技术供应商_page44_图表光伏电站初始投资的构成2019年.jpg					在2022年，光伏组件成本中电池片的占比是多少？	3%	5%	无法确定	9%	C
金融数据推理与理解	pg	320088	data/figure/pg/2023-06-29--装修装饰-华凯易佰-跨境电商龙头再迎数字化腾飞_page9_图表12公司主要产品品类的营收占比.jpg					根据饼图，跨境出口电商业务占公司总收入的比例是多少？	6.16%	0.75%	93.02%	无法确定	D
金融数据推理与理解	pg	320089	data/figure/pg/2022-12-06--造纸印刷-山鹰国际-产业企稳向上，一体化龙头优势显现_page8_图102021年中国包装行业累计营业收入结构.jpg					如果箱板纸的收入占比增加5%，而其他业务的收入占比保持不变，那么瓦楞纸的收入占比将变为多少？	无法确定	9.37%	10.37%	11.37%	A
金融数据推理与理解	pg	320090	data/figure/pg/2022-11-30--半导体-东微半导-季报点评：产品结构和下游结构不断完善，未来持续高成长可期_page2_图4公司22H1产品结构情况.jpg					2022年上半年，纳芯微的哪类产品市场份额最大？	驱动与采样芯片	隔离与接口芯片	无法确定	定制服务	C
金融数据推理与理解	pg	320091	data/figure/pg/2023-03-26--酿酒行业-洋河股份-公司深度研究：逆势显韧性，决胜次高端，公司稳步向前_page8_图7洋河股份产品结构完善2021年销售口径.jpg					2024年洋河股份产品结构中，M9 手工班等的市场份额占比是多少？	30%	25%	无法确定	15%	C
金融数据推理与理解	pg	320092	data/figure/pg/2023-11-29--仪器仪表-东华测试-国内结构力学测试龙头，电化学与PHM业务带来新增长点_page8_图表14公司下游客户以军工及高校为主.jpg					根据饼图，达标机型的占比是多少？	7%	0.13	24%	无法确定	D
金融数据推理与理解	pg	320093	data/figure/pg/2024-03-06--物流行业-华贸物流-传统货代业务转型，跨境电商物流成长可期_page4_图32022年公司分业务毛利占比.jpg					根据图中数据，2022年公司分业务营收占比中，哪项业务的占比最高？	海运货代	空运货代	跨境电商物流	无法确定	D
金融数据推理与理解	pg	320094	data/figure/pg/2024-02-20--化学原料-华鲁恒升-低成本筑壁垒，双基地促成长_page45_图712022年草酸行业产品结构.jpg					根据图中的数据，哪个领域的草酸应用占比最高？	稀土	无法确定	医药	其他	B
金融数据推理与理解	pg	320095	data/figure/pg/2023-09-28--装修建材-欧派家居-进击大家居之巅：破浪前行，勇者无疆_page18_图3823年Q1按品类分下单业绩.jpg					根据图中的业务占比情况，厨房独立的占比是衣柜独立的多少倍？	0.5倍	1倍	无法确定	3倍	C
金融数据推理与理解	pg	320096	data/figure/pg/2023-01-12--家电行业-德业股份-德业股份：逆变器黑马，储能+微逆双驱动_page20_图表422022年前三季度公司储能市场分布.jpg					根据图中的市场分布情况，巴西市场的占比是多少？	5%	3%	无法确定	77%	C
金融数据推理与理解	pg	320097	data/figure/pg/2022-12-11--电子元件-顺络电子-顺络电子：汽车+新能源带来新成长，国内电感龙头再启航_page12_图表202019年全球电感市场分布产值.jpg					根据图中的业务占比情况，电脑业务的占比为多少？	0.55	0.2	4%	7%	B
金融数据推理与理解	pg	320098	data/figure/pg/2022-10-14--通用设备-祥鑫科技-首次覆盖报告：好赛道搭配好客户，新能源助推快成长_page17_图16微型光伏逆变器市场格局2020.jpg					2021年全球光伏逆变器市场中，阳光电源的市场份额比华为高多少百分点？	8.2	9.2	7.2	无法确定	D
金融数据推理与理解	pg	320099	data/figure/pg/2022-12-28--小金属-博迁新材-高端粉体材料平台企业雏形已现_page7_图表132020年中国电容器市场结构分布.jpg					根据2019年全球电容器市场结构分布，陶瓷电容器的市场份额占比是多少？	49%	无法确定	8%	7%	B
金融数据推理与理解	pg	320100	data/figure/pg/2023-06-21--通用设备-铂力特-首次覆盖报告：新材料系列#6：金属增材制造龙头；技术变革引领行业蓝海_page17_图402021年国增材务市场拆分.jpg					根据图中的市场拆分情况，FDM技术的占比为多少？	26%	30%	无法确定	4%	C
金融数据推理与理解	lc	320101	data/figure/lc/2023-06-24--国金证券-见微知著系列之五十五：基建落地“新”变化？_page15_图表59上周一线城市二手房成交面积提升.jpg		9月18日，国金证券发布房地产行业研究。本周A股地产、港股地产及物业板块均有所下跌。本周（9.9-9.15）本周申万A股房地产板块涨跌幅为-1.6%，在各板块中位列第21；WIND港股房地产板块涨跌幅为-3.1%，在各板块中位列第24。本周恒生物业服务及管理指数涨跌幅为-4.4%，恒生中国企业指数涨跌幅为-0.1%，沪深300指数涨跌幅为-0.8%；物业指数对恒生中国企业指数和沪深300的相对收益分别为-4.4%和-3.6%。 本周新房销售环比上升，同比略降，月初实际成交逐渐进入备案阶段。本周（9.9-9.15）35个城市商品房成交合计281万平米，周环比+9%，周同比-1%。其中：一线城市周环比+9%，周同比-29%；二线城市周环比+9%，周同比+18%；三四线城市周环比+2%，周同比-39%。　　本周二手房成交同环比均上升，月初实际成交逐渐进入备案阶段。本周（9.9-9.15）15个城市二手房成交合计160万平米，周环比+7%，周同比+65%。其中：一线城市周环比+18%，周同比+37%；二线城市周环比+3%，周同比+82%；三四线城市周环比+15%，周同比+13%。			哪一年的二手房成交面积在12月达到峰值？	2019	2020	2021	2022	C
金融数据推理与理解	lc	320102	data/figure/lc/2024-06-24--光大期货-宏观周报：投资行业需求延续偏弱表现_page6_图表全国水泥磨机运转率横坐标为春节后第n周单位.jpg		"实体经济方面，水泥方面，多数区域都处于需求下降，磨机开工降低状态，华东多数省份重污染天气结束，需求有阶段性反弹出现，带动磨机开工有短暂恢复；螺纹库存小幅下降，表需明显回落；沥青出货量回落。消费方面，临近节日，一线和主要二线城市地铁客运量、拥堵延时指数稳中有降，航班执行数平稳。
宏观数据方面，中国12月官方制造业PMI 50.1，比上月回落0.2个百分点，预期50.3。非制造业PMI 52.2，比上月回升2.2个百分点，持续位于扩张区间；综合PMI 52.2，前值50.8。在构成制造业PMI的5个分类指数有升有降。生产指数为52.1，比上月下降0.3个百分点，新订单指数为51.0，比上月上升0.2个百分点。部分重点行业保持扩张。从重点行业看，在消费品以旧换新政策以及传统节日临近等因素的带动下，相关行业扩张步伐有所加快，消费品行业PMI为51.4，比上月上升0.6个百分点。
12月非制造业商务活动指数为52.2，比上月上升2.2个百分点，非制造业景气水平明显提高。服务业商务活动指数为52.0，比上月上升1.9个百分点，为4月份以来高点，服务业扩张步伐加快。建筑业重回扩张。受春节假期临近等因素影响，部分企业抢抓施工进度，建筑业商务活动指数为53.2，比上月上升3.5个百分点。从市场需求看，新订单指数为51.4，今年以来首次升至扩张区间，建筑业企业新签订合同量有所增加。展望2025年，中央经济工作会议定调 “扩大内需”，基建和房地产仍是重要抓手，建筑行业有望保持高景气度。基建项目上，由中央政府负责主要支出建设责任的铁路、水运、水利建设强度将会继续偏强；房地产投资依靠重点项目的发力，明年的重点是城中村和危旧房改造。"			哪一年的水泥磨机运转率最低？	2020	2021	2022	2024	D
金融数据推理与理解	lc	320103	data/figure/lc/2024-01-21--东海证券-宏观周报：降息仍有必要_page9_图21国内国际航班执飞架次.jpg		"财联社8月19日讯，美国运输部当地时间18日表示，中美将各自允许其国内航空公司将两国间的航班数量增加一倍，增至每周8班。美国交通部已表示，政府仍希望中方根据双边航空协议同意全面复飞美国航班。
海外交通业的重启已开始，据国盛证券统计，海外商业航班缓慢恢复，维持在近7成。交通拥堵指数也显示分化，欧洲降至去年的5成以下，美国升至4成左右。上周，中国放松对欧洲36个国家的入境限制。随着复工复产和五个一政策松动，兴业证券观点认为后续国际航线有望加速恢复。
在国内，昨日，民航业又有一波“随心飞”产品消息刷屏，8月18日10时，吉祥航空在官方APP正式开售2888元的吉祥畅飞卡。同日东航“周末随心飞”产品开展感恩返场活动，价格仍然维持在上次首发的3322元，还添加了“早晚随心飞”产品。两个月以来，从东航、海航、南航到春秋航空、吉祥航空等，目前已经有超过10家航司推出了“随心飞”产品。东海证券评论，由于疫情控制得当，中国第二季度经济增长由负转正，将带动内地航空需求持续改善。目前正值暑假旺季，叠加各航空“随心飞”项目刺激，航空板块有望迎来估值修复。
民航业正在持续复苏，7月，民航行业客运量3910万人次，同比下降34.1%，降幅较6月收窄8.4个百分点，日均客流达到126万人，环比6月增长约23%。上周，民航总旅客量达985万人次，环比提升了7.87%。"			国际航班执行架次在哪个月份首次超过8000架次？	2023年4月	2023年6月	2023年8月	2023年10月	B
